Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,014313,2011,04,02,,,
IDCJAC0009,014313,2011,04,03,,,
IDCJAC0009,014313,2011,04,04,,,
IDCJAC0009,014313,2011,04,05,,,
IDCJAC0009,014313,2011,04,06,,,
IDCJAC0009,014313,2011,04,07,,,
IDCJAC0009,014313,2011,04,08,,,
IDCJAC0009,014313,2011,04,09,,,
IDCJAC0009,014313,2011,04,10,,,
IDCJAC0009,014313,2011,04,11,,,
IDCJAC0009,014313,2011,04,12,,,
IDCJAC0009,014313,2011,04,13,,,
IDCJAC0009,014313,2011,04,14,,,
IDCJAC0009,014313,2011,04,15,,,
IDCJAC0009,014313,2011,04,16,,,
IDCJAC0009,014313,2011,04,17,,,
IDCJAC0009,014313,2011,04,18,,,
IDCJAC0009,014313,2011,04,19,,,
IDCJAC0009,014313,2011,04,20,,,
IDCJAC0009,014313,2011,04,21,,,
IDCJAC0009,014313,2011,04,22,,,
IDCJAC0009,014313,2011,04,23,,,
IDCJAC0009,014313,2011,04,24,,,
IDCJAC0009,014313,2011,04,25,,,
IDCJAC0009,014313,2011,04,26,,,
IDCJAC0009,014313,2011,04,27,,,
IDCJAC0009,014313,2011,04,28,,,
IDCJAC0009,014313,2011,04,29,,,
IDCJAC0009,014313,2011,04,30,,,
IDCJAC0009,014313,2011,05,01,,,
IDCJAC0009,014313,2011,05,02,,,
IDCJAC0009,014313,2011,05,03,,,
IDCJAC0009,014313,2011,05,04,,,
IDCJAC0009,014313,2011,05,05,,,
IDCJAC0009,014313,2011,05,06,,,
IDCJAC0009,014313,2011,05,07,,,
IDCJAC0009,014313,2011,05,08,,,
IDCJAC0009,014313,2011,05,09,,,
IDCJAC0009,014313,2011,05,10,,,
IDCJAC0009,014313,2011,05,11,,,
IDCJAC0009,014313,2011,05,12,,,
IDCJAC0009,014313,2011,05,13,,,
IDCJAC0009,014313,2011,05,14,,,
IDCJAC0009,014313,2011,05,15,,,
IDCJAC0009,014313,2011,05,16,,,
IDCJAC0009,014313,2011,05,17,,,
IDCJAC0009,014313,2011,05,18,,,
IDCJAC0009,014313,2011,05,19,,,
IDCJAC0009,014313,2011,05,20,,,
IDCJAC0009,014313,2011,05,21,,,
IDCJAC0009,014313,2011,05,22,,,
IDCJAC0009,014313,2011,05,23,,,
IDCJAC0009,014313,2011,05,24,,,
IDCJAC0009,014313,2011,05,25,,,
IDCJAC0009,014313,2011,05,26,,,
IDCJAC0009,014313,2011,05,27,,,
IDCJAC0009,014313,2011,05,28,,,
IDCJAC0009,014313,2011,05,29,,,
IDCJAC0009,014313,2011,05,30,,,
IDCJAC0009,014313,2011,05,31,,,
IDCJAC0009,014313,2011,06,01,,,
IDCJAC0009,014313,2011,06,02,,,
IDCJAC0009,014313,2011,06,03,,,
IDCJAC0009,014313,2011,06,04,,,
IDCJAC0009,014313,2011,06,05,,,
IDCJAC0009,014313,2011,06,06,,,
IDCJAC0009,014313,2011,06,07,,,
IDCJAC0009,014313,2011,06,08,,,
IDCJAC0009,014313,2011,06,09,,,
IDCJAC0009,014313,2011,06,10,,,
IDCJAC0009,014313,2011,06,11,,,
IDCJAC0009,014313,2011,06,12,,,
IDCJAC0009,014313,2011,06,13,,,
IDCJAC0009,014313,2011,06,14,,,
IDCJAC0009,014313,2011,06,15,,,
IDCJAC0009,014313,2011,06,16,,,
IDCJAC0009,014313,2011,06,17,,,
IDCJAC0009,014313,2011,06,18,,,
IDCJAC0009,014313,2011,06,19,,,
IDCJAC0009,014313,2011,06,20,,,
IDCJAC0009,014313,2011,06,21,,,
IDCJAC0009,014313,2011,06,22,,,
IDCJAC0009,014313,2011,06,23,,,
IDCJAC0009,014313,2011,06,24,,,
IDCJAC0009,014313,2011,06,25,,,
IDCJAC0009,014313,2011,06,26,,,
IDCJAC0009,014313,2011,06,27,,,
IDCJAC0009,014313,2011,06,28,,,
IDCJAC0009,014313,2011,06,29,,,
IDCJAC0009,014313,2011,06,30,,,
IDCJAC0009,014313,2011,07,01,,,
IDCJAC0009,014313,2011,07,02,,,
IDCJAC0009,014313,2011,07,03,,,
IDCJAC0009,014313,2011,07,04,,,
IDCJAC0009,014313,2011,07,05,,,
IDCJAC0009,014313,2011,07,06,,,
IDCJAC0009,014313,2011,07,07,,,
IDCJAC0009,014313,2011,07,08,,,
IDCJAC0009,014313,2011,07,09,,,
IDCJAC0009,014313,2011,07,10,,,
IDCJAC0009,014313,2011,07,11,,,
IDCJAC0009,014313,2011,07,12,,,
IDCJAC0009,014313,2011,07,13,,,
IDCJAC0009,014313,2011,07,14,,,
IDCJAC0009,014313,2011,07,15,,,
IDCJAC0009,014313,2011,07,16,,,
IDCJAC0009,014313,2011,07,17,,,
IDCJAC0009,014313,2011,07,18,,,
IDCJAC0009,014313,2011,07,19,,,
IDCJAC0009,014313,2011,07,20,,,
IDCJAC0009,014313,2011,07,21,,,
IDCJAC0009,014313,2011,07,22,,,
IDCJAC0009,014313,2011,07,23,,,
IDCJAC0009,014313,2011,07,24,,,
IDCJAC0009,014313,2011,07,25,,,
IDCJAC0009,014313,2011,07,26,,,
IDCJAC0009,014313,2011,07,27,,,
IDCJAC0009,014313,2011,07,28,,,
IDCJAC0009,014313,2011,07,29,,,
IDCJAC0009,014313,2011,07,30,,,
IDCJAC0009,014313,2011,07,31,,,
IDCJAC0009,014313,2011,08,01,,,
IDCJAC0009,014313,2011,08,02,,,
IDCJAC0009,014313,2011,08,03,,,
IDCJAC0009,014313,2011,08,04,,,
IDCJAC0009,014313,2011,08,05,,,
IDCJAC0009,014313,2011,08,06,,,
IDCJAC0009,014313,2011,08,07,,,
IDCJAC0009,014313,2011,08,08,,,
IDCJAC0009,014313,2011,08,09,,,
IDCJAC0009,014313,2011,08,10,,,
IDCJAC0009,014313,2011,08,11,,,
IDCJAC0009,014313,2011,08,12,,,
IDCJAC0009,014313,2011,08,13,,,
IDCJAC0009,014313,2011,08,14,,,
IDCJAC0009,014313,2011,08,15,,,
IDCJAC0009,014313,2011,08,16,,,
IDCJAC0009,014313,2011,08,17,,,
IDCJAC0009,014313,2011,08,18,,,
IDCJAC0009,014313,2011,08,19,,,
IDCJAC0009,014313,2011,08,20,,,
IDCJAC0009,014313,2011,08,21,,,
IDCJAC0009,014313,2011,08,22,,,
IDCJAC0009,014313,2011,08,23,,,
IDCJAC0009,014313,2011,08,24,,,
IDCJAC0009,014313,2011,08,25,,,
IDCJAC0009,014313,2011,08,26,,,
IDCJAC0009,014313,2011,08,27,,,
IDCJAC0009,014313,2011,08,28,,,
IDCJAC0009,014313,2011,08,29,,,
IDCJAC0009,014313,2011,08,30,,,
IDCJAC0009,014313,2011,08,31,,,
IDCJAC0009,014313,2011,09,01,,,
IDCJAC0009,014313,2011,09,02,,,
IDCJAC0009,014313,2011,09,03,,,
IDCJAC0009,014313,2011,09,04,,,
IDCJAC0009,014313,2011,09,05,,,
IDCJAC0009,014313,2011,09,06,,,
IDCJAC0009,014313,2011,09,07,,,
IDCJAC0009,014313,2011,09,08,,,
IDCJAC0009,014313,2011,09,09,,,
IDCJAC0009,014313,2011,09,10,,,
IDCJAC0009,014313,2011,09,11,,,
IDCJAC0009,014313,2011,09,12,,,
IDCJAC0009,014313,2011,09,13,,,
IDCJAC0009,014313,2011,09,14,,,
IDCJAC0009,014313,2011,09,15,,,
IDCJAC0009,014313,2011,09,16,,,
IDCJAC0009,014313,2011,09,17,,,
IDCJAC0009,014313,2011,09,18,,,
IDCJAC0009,014313,2011,09,19,,,
IDCJAC0009,014313,2011,09,20,,,
IDCJAC0009,014313,2011,09,21,,,
IDCJAC0009,014313,2011,09,22,,,
IDCJAC0009,014313,2011,09,23,,,
IDCJAC0009,014313,2011,09,24,,,
IDCJAC0009,014313,2011,09,25,,,
IDCJAC0009,014313,2011,09,26,,,
IDCJAC0009,014313,2011,09,27,,,
IDCJAC0009,014313,2011,09,28,,,
IDCJAC0009,014313,2011,09,29,,,
IDCJAC0009,014313,2011,09,30,,,
IDCJAC0009,014313,2011,10,01,0.0,,
IDCJAC0009,014313,2011,10,02,,,
IDCJAC0009,014313,2011,10,03,,,
IDCJAC0009,014313,2011,10,04,,,
IDCJAC0009,014313,2011,10,05,,,
IDCJAC0009,014313,2011,10,06,,,
IDCJAC0009,014313,2011,10,07,,,
IDCJAC0009,014313,2011,10,08,,,
IDCJAC0009,014313,2011,10,09,,,
IDCJAC0009,014313,2011,10,10,,,
IDCJAC0009,014313,2011,10,11,,,
IDCJAC0009,014313,2011,10,12,,,
IDCJAC0009,014313,2011,10,13,,,
IDCJAC0009,014313,2011,10,14,,,
IDCJAC0009,014313,2011,10,15,,,
IDCJAC0009,014313,2011,10,16,0.0,,Y
IDCJAC0009,014313,2011,10,17,19.0,1,Y
IDCJAC0009,014313,2011,10,18,0.0,,Y
IDCJAC0009,014313,2011,10,19,,,
IDCJAC0009,014313,2011,10,20,11.6,2,Y
IDCJAC0009,014313,2011,10,21,0.0,,Y
IDCJAC0009,014313,2011,10,22,0.0,,Y
IDCJAC0009,014313,2011,10,23,0.0,,Y
IDCJAC0009,014313,2011,10,24,,1,
IDCJAC0009,014313,2011,10,25,17.6,1,Y
IDCJAC0009,014313,2011,10,26,2.0,1,Y
IDCJAC0009,014313,2011,10,27,0.0,,Y
IDCJAC0009,014313,2011,10,28,,,
IDCJAC0009,014313,2011,10,29,23.0,2,Y
IDCJAC0009,014313,2011,10,30,0.0,,Y
IDCJAC0009,014313,2011,10,31,4.6,1,Y
IDCJAC0009,014313,2011,11,01,0.0,,Y
IDCJAC0009,014313,2011,11,02,0.0,,Y
IDCJAC0009,014313,2011,11,03,0.0,,Y
IDCJAC0009,014313,2011,11,04,0.0,,Y
IDCJAC0009,014313,2011,11,05,0.0,,Y
IDCJAC0009,014313,2011,11,06,0.0,,Y
IDCJAC0009,014313,2011,11,07,35.0,1,Y
IDCJAC0009,014313,2011,11,08,5.0,1,Y
IDCJAC0009,014313,2011,11,09,0.0,,Y
IDCJAC0009,014313,2011,11,10,,,
IDCJAC0009,014313,2011,11,11,10.0,2,Y
IDCJAC0009,014313,2011,11,12,0.0,,Y
IDCJAC0009,014313,2011,11,13,25.0,1,Y
IDCJAC0009,014313,2011,11,14,10.0,1,Y
IDCJAC0009,014313,2011,11,15,0.0,,Y
IDCJAC0009,014313,2011,11,16,0.0,,Y
IDCJAC0009,014313,2011,11,17,0.0,,Y
IDCJAC0009,014313,2011,11,18,8.0,1,Y
IDCJAC0009,014313,2011,11,19,0.0,,Y
IDCJAC0009,014313,2011,11,20,0.0,,Y
IDCJAC0009,014313,2011,11,21,0.0,,Y
IDCJAC0009,014313,2011,11,22,,,
IDCJAC0009,014313,2011,11,23,,,
IDCJAC0009,014313,2011,11,24,,,
IDCJAC0009,014313,2011,11,25,,,
IDCJAC0009,014313,2011,11,26,9.5,5,Y
IDCJAC0009,014313,2011,11,27,1.0,1,Y
IDCJAC0009,014313,2011,11,28,14.0,1,Y
IDCJAC0009,014313,2011,11,29,,,
IDCJAC0009,014313,2011,11,30,64.5,2,Y
IDCJAC0009,014313,2011,12,01,0.0,,Y
IDCJAC0009,014313,2011,12,02,25.0,1,Y
IDCJAC0009,014313,2011,12,03,0.0,,Y
IDCJAC0009,014313,2011,12,04,,,
IDCJAC0009,014313,2011,12,05,5.0,2,Y
IDCJAC0009,014313,2011,12,06,0.0,,Y
IDCJAC0009,014313,2011,12,07,0.0,,Y
IDCJAC0009,014313,2011,12,08,,,
IDCJAC0009,014313,2011,12,09,6.0,2,Y
IDCJAC0009,014313,2011,12,10,0.0,,Y
IDCJAC0009,014313,2011,12,11,0.0,,Y
IDCJAC0009,014313,2011,12,12,0.0,,Y
IDCJAC0009,014313,2011,12,13,47.0,1,Y
IDCJAC0009,014313,2011,12,14,0.0,,Y
IDCJAC0009,014313,2011,12,15,33.0,1,Y
IDCJAC0009,014313,2011,12,16,0.0,,Y
IDCJAC0009,014313,2011,12,17,0.0,,Y
IDCJAC0009,014313,2011,12,18,16.0,1,Y
IDCJAC0009,014313,2011,12,19,,,
IDCJAC0009,014313,2011,12,20,,,
IDCJAC0009,014313,2011,12,21,,,
IDCJAC0009,014313,2011,12,22,,,
IDCJAC0009,014313,2011,12,23,,,
IDCJAC0009,014313,2011,12,24,,,
IDCJAC0009,014313,2011,12,25,,,
IDCJAC0009,014313,2011,12,26,,,
IDCJAC0009,014313,2011,12,27,,,
IDCJAC0009,014313,2011,12,28,80.0,10,Y
IDCJAC0009,014313,2011,12,29,0.0,,Y
IDCJAC0009,014313,2011,12,30,0.0,,Y
IDCJAC0009,014313,2011,12,31,4.0,1,Y
IDCJAC0009,014313,2012,01,01,0.0,,Y
IDCJAC0009,014313,2012,01,02,0.0,,Y
IDCJAC0009,014313,2012,01,03,40.0,1,Y
IDCJAC0009,014313,2012,01,04,0.0,,Y
IDCJAC0009,014313,2012,01,05,0.0,,Y
IDCJAC0009,014313,2012,01,06,0.0,,Y
IDCJAC0009,014313,2012,01,07,0.0,,Y
IDCJAC0009,014313,2012,01,08,0.0,,Y
IDCJAC0009,014313,2012,01,09,0.0,,Y
IDCJAC0009,014313,2012,01,10,0.0,,Y
IDCJAC0009,014313,2012,01,11,0.0,,Y
IDCJAC0009,014313,2012,01,12,1.0,1,Y
IDCJAC0009,014313,2012,01,13,0.0,,Y
IDCJAC0009,014313,2012,01,14,23.0,1,Y
IDCJAC0009,014313,2012,01,15,0.0,,Y
IDCJAC0009,014313,2012,01,16,11.0,1,Y
IDCJAC0009,014313,2012,01,17,,,
IDCJAC0009,014313,2012,01,18,25.0,1,Y
IDCJAC0009,014313,2012,01,19,4.0,1,Y
IDCJAC0009,014313,2012,01,20,5.5,1,Y
IDCJAC0009,014313,2012,01,21,7.4,1,Y
IDCJAC0009,014313,2012,01,22,12.0,1,Y
IDCJAC0009,014313,2012,01,23,,,
IDCJAC0009,014313,2012,01,24,,,
IDCJAC0009,014313,2012,01,25,,,
IDCJAC0009,014313,2012,01,26,174.0,4,Y
IDCJAC0009,014313,2012,01,27,22.0,1,Y
IDCJAC0009,014313,2012,01,28,,,
IDCJAC0009,014313,2012,01,29,10.0,2,Y
IDCJAC0009,014313,2012,01,30,,,
IDCJAC0009,014313,2012,01,31,114.0,2,Y
IDCJAC0009,014313,2012,02,01,,,
IDCJAC0009,014313,2012,02,02,,,
IDCJAC0009,014313,2012,02,03,,,
IDCJAC0009,014313,2012,02,04,,,
IDCJAC0009,014313,2012,02,05,,,
IDCJAC0009,014313,2012,02,06,,,
IDCJAC0009,014313,2012,02,07,,,
IDCJAC0009,014313,2012,02,08,,,
IDCJAC0009,014313,2012,02,09,,,
IDCJAC0009,014313,2012,02,10,,,
IDCJAC0009,014313,2012,02,11,,,
IDCJAC0009,014313,2012,02,12,,,
IDCJAC0009,014313,2012,02,13,,,
IDCJAC0009,014313,2012,02,14,,,
IDCJAC0009,014313,2012,02,15,,,
IDCJAC0009,014313,2012,02,16,,,
IDCJAC0009,014313,2012,02,17,,,
IDCJAC0009,014313,2012,02,18,,,
IDCJAC0009,014313,2012,02,19,,,
IDCJAC0009,014313,2012,02,20,,,
IDCJAC0009,014313,2012,02,21,,,
IDCJAC0009,014313,2012,02,22,,,
IDCJAC0009,014313,2012,02,23,,,
IDCJAC0009,014313,2012,02,24,,,
IDCJAC0009,014313,2012,02,25,,,
IDCJAC0009,014313,2012,02,26,,,
IDCJAC0009,014313,2012,02,27,,,
IDCJAC0009,014313,2012,02,28,,,
IDCJAC0009,014313,2012,02,29,,,
IDCJAC0009,014313,2012,03,01,18.0,1,Y
IDCJAC0009,014313,2012,03,02,,,
IDCJAC0009,014313,2012,03,03,66.0,2,Y
IDCJAC0009,014313,2012,03,04,18.0,1,Y
IDCJAC0009,014313,2012,03,05,0.0,,Y
IDCJAC0009,014313,2012,03,06,48.0,1,Y
IDCJAC0009,014313,2012,03,07,16.0,1,Y
IDCJAC0009,014313,2012,03,08,0.0,,Y
IDCJAC0009,014313,2012,03,09,0.0,,Y
IDCJAC0009,014313,2012,03,10,0.0,,Y
IDCJAC0009,014313,2012,03,11,,,
IDCJAC0009,014313,2012,03,12,,,
IDCJAC0009,014313,2012,03,13,,,
IDCJAC0009,014313,2012,03,14,155.0,4,Y
IDCJAC0009,014313,2012,03,15,74.0,1,Y
IDCJAC0009,014313,2012,03,16,,,
IDCJAC0009,014313,2012,03,17,,,
IDCJAC0009,014313,2012,03,18,13.0,1,Y
IDCJAC0009,014313,2012,03,19,0.0,,Y
IDCJAC0009,014313,2012,03,20,0.0,,Y
IDCJAC0009,014313,2012,03,21,0.0,,Y
IDCJAC0009,014313,2012,03,22,0.0,,Y
IDCJAC0009,014313,2012,03,23,0.0,,Y
IDCJAC0009,014313,2012,03,24,0.0,,Y
IDCJAC0009,014313,2012,03,25,,,
IDCJAC0009,014313,2012,03,26,0.0,,Y
IDCJAC0009,014313,2012,03,27,0.0,,Y
IDCJAC0009,014313,2012,03,28,0.0,,Y
IDCJAC0009,014313,2012,03,29,,,
IDCJAC0009,014313,2012,03,30,0.0,,Y
IDCJAC0009,014313,2012,03,31,0.0,,Y
IDCJAC0009,014313,2012,04,01,0.0,,Y
IDCJAC0009,014313,2012,04,02,0.0,,Y
IDCJAC0009,014313,2012,04,03,0.0,,Y
IDCJAC0009,014313,2012,04,04,0.0,,Y
IDCJAC0009,014313,2012,04,05,0.0,,Y
IDCJAC0009,014313,2012,04,06,0.0,,Y
IDCJAC0009,014313,2012,04,07,0.0,,Y
IDCJAC0009,014313,2012,04,08,0.0,,Y
IDCJAC0009,014313,2012,04,09,0.0,,Y
IDCJAC0009,014313,2012,04,10,0.0,,Y
IDCJAC0009,014313,2012,04,11,0.0,,Y
IDCJAC0009,014313,2012,04,12,0.0,,Y
IDCJAC0009,014313,2012,04,13,,,
IDCJAC0009,014313,2012,04,14,,,
IDCJAC0009,014313,2012,04,15,19.0,3,Y
IDCJAC0009,014313,2012,04,16,0.0,,Y
IDCJAC0009,014313,2012,04,17,0.0,,Y
IDCJAC0009,014313,2012,04,18,0.0,,Y
IDCJAC0009,014313,2012,04,19,0.0,,Y
IDCJAC0009,014313,2012,04,20,,,
IDCJAC0009,014313,2012,04,21,8.5,2,Y
IDCJAC0009,014313,2012,04,22,1.0,1,Y
IDCJAC0009,014313,2012,04,23,0.0,,Y
IDCJAC0009,014313,2012,04,24,15.0,1,Y
IDCJAC0009,014313,2012,04,25,0.0,,Y
IDCJAC0009,014313,2012,04,26,0.0,,Y
IDCJAC0009,014313,2012,04,27,0.0,,Y
IDCJAC0009,014313,2012,04,28,0.0,,Y
IDCJAC0009,014313,2012,04,29,0.0,,Y
IDCJAC0009,014313,2012,04,30,0.0,,Y
IDCJAC0009,014313,2012,05,01,0.0,,Y
IDCJAC0009,014313,2012,05,02,0.0,,Y
IDCJAC0009,014313,2012,05,03,,,
IDCJAC0009,014313,2012,05,04,,,
IDCJAC0009,014313,2012,05,05,0.0,,Y
IDCJAC0009,014313,2012,05,06,0.0,,Y
IDCJAC0009,014313,2012,05,07,0.0,,Y
IDCJAC0009,014313,2012,05,08,0.0,,Y
IDCJAC0009,014313,2012,05,09,0.0,,Y
IDCJAC0009,014313,2012,05,10,0.0,,Y
IDCJAC0009,014313,2012,05,11,0.0,,Y
IDCJAC0009,014313,2012,05,12,0.0,,Y
IDCJAC0009,014313,2012,05,13,0.0,,Y
IDCJAC0009,014313,2012,05,14,0.0,,Y
IDCJAC0009,014313,2012,05,15,0.0,,Y
IDCJAC0009,014313,2012,05,16,0.0,,Y
IDCJAC0009,014313,2012,05,17,0.0,,Y
IDCJAC0009,014313,2012,05,18,0.0,,Y
IDCJAC0009,014313,2012,05,19,0.0,,Y
IDCJAC0009,014313,2012,05,20,0.0,,Y
IDCJAC0009,014313,2012,05,21,0.0,,Y
IDCJAC0009,014313,2012,05,22,0.0,,Y
IDCJAC0009,014313,2012,05,23,0.0,,Y
IDCJAC0009,014313,2012,05,24,0.0,,Y
IDCJAC0009,014313,2012,05,25,0.0,,Y
IDCJAC0009,014313,2012,05,26,0.0,,Y
IDCJAC0009,014313,2012,05,27,0.0,,Y
IDCJAC0009,014313,2012,05,28,0.0,,Y
IDCJAC0009,014313,2012,05,29,0.0,,Y
IDCJAC0009,014313,2012,05,30,0.0,,Y
IDCJAC0009,014313,2012,05,31,0.0,,Y
IDCJAC0009,014313,2012,06,01,0.0,,Y
IDCJAC0009,014313,2012,06,02,0.0,,Y
IDCJAC0009,014313,2012,06,03,0.0,,Y
IDCJAC0009,014313,2012,06,04,0.0,,Y
IDCJAC0009,014313,2012,06,05,0.0,,Y
IDCJAC0009,014313,2012,06,06,0.0,,Y
IDCJAC0009,014313,2012,06,07,0.0,,Y
IDCJAC0009,014313,2012,06,08,0.0,,Y
IDCJAC0009,014313,2012,06,09,0.0,,Y
IDCJAC0009,014313,2012,06,10,0.0,,Y
IDCJAC0009,014313,2012,06,11,0.0,,Y
IDCJAC0009,014313,2012,06,12,0.0,,Y
IDCJAC0009,014313,2012,06,13,0.0,,Y
IDCJAC0009,014313,2012,06,14,0.0,,Y
IDCJAC0009,014313,2012,06,15,0.0,,Y
IDCJAC0009,014313,2012,06,16,0.0,,Y
IDCJAC0009,014313,2012,06,17,0.0,,Y
IDCJAC0009,014313,2012,06,18,0.0,,Y
IDCJAC0009,014313,2012,06,19,0.0,,Y
IDCJAC0009,014313,2012,06,20,0.0,,Y
IDCJAC0009,014313,2012,06,21,0.0,,Y
IDCJAC0009,014313,2012,06,22,0.0,,Y
IDCJAC0009,014313,2012,06,23,0.0,,Y
IDCJAC0009,014313,2012,06,24,0.0,,Y
IDCJAC0009,014313,2012,06,25,0.0,,Y
IDCJAC0009,014313,2012,06,26,0.0,,Y
IDCJAC0009,014313,2012,06,27,0.0,,Y
IDCJAC0009,014313,2012,06,28,0.0,,Y
IDCJAC0009,014313,2012,06,29,0.0,,Y
IDCJAC0009,014313,2012,06,30,0.0,,Y
IDCJAC0009,014313,2012,07,01,0.0,,Y
IDCJAC0009,014313,2012,07,02,0.0,,Y
IDCJAC0009,014313,2012,07,03,0.0,,Y
IDCJAC0009,014313,2012,07,04,0.0,,Y
IDCJAC0009,014313,2012,07,05,0.0,,Y
IDCJAC0009,014313,2012,07,06,0.0,,Y
IDCJAC0009,014313,2012,07,07,0.0,,Y
IDCJAC0009,014313,2012,07,08,0.0,,Y
IDCJAC0009,014313,2012,07,09,0.0,,Y
IDCJAC0009,014313,2012,07,10,0.0,,Y
IDCJAC0009,014313,2012,07,11,0.0,,Y
IDCJAC0009,014313,2012,07,12,0.0,,Y
IDCJAC0009,014313,2012,07,13,0.0,,Y
IDCJAC0009,014313,2012,07,14,0.0,,Y
IDCJAC0009,014313,2012,07,15,0.0,,Y
IDCJAC0009,014313,2012,07,16,0.0,,Y
IDCJAC0009,014313,2012,07,17,0.0,,Y
IDCJAC0009,014313,2012,07,18,0.0,,Y
IDCJAC0009,014313,2012,07,19,0.0,,Y
IDCJAC0009,014313,2012,07,20,0.0,,Y
IDCJAC0009,014313,2012,07,21,0.0,,Y
IDCJAC0009,014313,2012,07,22,0.0,,Y
IDCJAC0009,014313,2012,07,23,0.0,,Y
IDCJAC0009,014313,2012,07,24,0.0,,Y
IDCJAC0009,014313,2012,07,25,0.0,,Y
IDCJAC0009,014313,2012,07,26,0.0,,Y
IDCJAC0009,014313,2012,07,27,0.0,,Y
IDCJAC0009,014313,2012,07,28,0.0,,Y
IDCJAC0009,014313,2012,07,29,0.0,,Y
IDCJAC0009,014313,2012,07,30,0.0,,Y
IDCJAC0009,014313,2012,07,31,0.0,,Y
